date,ticker,open,high,low,close,adj_close,volume
2021-01-04,NVDA,13.104249954223633,13.65250015258789,12.962499618530273,13.113499641418457,13.046197891235352,560640000
2021-01-05,NVDA,13.099749565124512,13.443499565124512,13.086999893188477,13.404749870300293,13.335951805114746,322760000
2021-01-06,NVDA,13.22249984741211,13.244999885559082,12.586000442504883,12.614500045776367,12.549758911132812,580424000
2021-01-07,NVDA,12.967499732971191,13.377750396728516,12.886500358581543,13.343999862670898,13.275514602661133,461480000
2021-01-08,NVDA,13.362500190734863,13.420999526977539,13.041999816894531,13.276749610900879,13.208609580993652,292528000
2021-01-11,NVDA,13.418749809265137,13.961000442504883,13.362500190734863,13.621500015258789,13.551590919494629,518344000
2021-01-12,NVDA,13.7524995803833,13.754500389099121,13.345000267028809,13.484749794006348,13.415543556213379,291476000
2021-01-13,NVDA,13.489999771118164,13.625,13.385000228881836,13.531749725341797,13.462303161621094,210028000
2021-01-14,NVDA,13.574999809265137,13.599749565124512,13.180500030517578,13.200249671936035,13.132502555847168,283120000
2021-01-15,NVDA,13.227999687194824,13.325249671936035,12.84850025177002,12.85949993133545,12.793500900268555,277780000
2021-01-19,NVDA,13.016249656677246,13.093999862670898,12.843999862670898,13.025250434875488,12.958401679992676,226188000
2021-01-20,NVDA,13.111749649047852,13.430500030517578,13.056750297546387,13.365750312805176,13.297154426574707,258572000
2021-01-21,NVDA,13.418499946594238,13.999250411987305,13.253000259399414,13.867500305175781,13.796329498291016,337780000
2021-01-22,NVDA,13.739999771118164,13.841750144958496,13.627249717712402,13.712499618530273,13.642123222351074,246820000
2021-01-25,NVDA,13.781749725341797,13.828499794006348,13.236499786376953,13.653249740600586,13.58317756652832,251112000
2021-01-26,NVDA,13.580499649047852,13.644749641418457,13.387499809265137,13.435250282287598,13.366296768188477,163980000
2021-01-27,NVDA,13.229999542236328,13.232749938964844,12.793749809265137,12.917750358581543,12.85145378112793,371272000
2021-01-28,NVDA,12.99625015258789,13.339750289916992,12.96049976348877,13.050999641418457,12.984018325805664,228316000
2021-01-29,NVDA,13.074999809265137,13.334750175476074,12.911499977111816,12.989749908447266,12.92308235168457,271552000
2021-02-01,NVDA,13.053250312805176,13.270750045776367,12.902750015258789,13.237000465393066,13.16906452178955,217204000
2021-02-02,NVDA,13.398750305175781,13.571999549865723,13.285499572753906,13.556750297546387,13.487174034118652,220440000
2021-02-03,NVDA,13.63599967956543,13.931750297546387,13.516500473022461,13.530500411987305,13.4610595703125,245408000
2021-02-04,NVDA,13.531000137329102,13.673500061035156,13.337750434875488,13.664250373840332,13.594118118286133,201340000
2021-02-05,NVDA,13.725000381469727,13.737250328063965,13.54574966430664,13.590999603271484,13.521246910095215,169152000
2021-02-08,NVDA,13.727250099182129,14.473750114440918,13.727250099182129,14.438750267028809,14.36464786529541,434624000
2021-02-09,NVDA,14.340749740600586,14.583250045776367,14.22249984741211,14.263250350952148,14.190046310424805,287560000
2021-02-10,NVDA,14.463250160217285,14.904999732971191,14.341500282287598,14.764249801635742,14.6884765625,485352000
2021-02-11,NVDA,14.980250358581543,15.272250175476074,14.925000190734863,15.250749588012695,15.172478675842285,450828000
2021-02-12,NVDA,15.050000190734863,15.291250228881836,14.774999618530273,14.961250305175781,14.884464263916016,374756000
2021-02-16,NVDA,15.064249992370605,15.3725004196167,14.949999809265137,15.330249786376953,15.251569747924805,321960000
2021-02-17,NVDA,15.170999526977539,15.22350025177002,14.779999732971191,14.906000137329102,14.829499244689941,274756000
2021-02-18,NVDA,14.729000091552734,14.873250007629395,14.574999809265137,14.829000473022461,14.75289249420166,233868000
2021-02-19,NVDA,15.024499893188477,15.177000045776367,14.846750259399414,14.92650032043457,14.849894523620605,271724000
2021-02-22,NVDA,14.774749755859375,15.13325023651123,14.324999809265137,14.35575008392334,14.28207015991211,325884000
2021-02-23,NVDA,14.075249671936035,14.238750457763672,13.38949966430664,14.142000198364258,14.069417953491211,391780000
2021-02-24,NVDA,14.122750282287598,14.506750106811523,13.755999565124512,14.49899959564209,14.424588203430176,448320000
2021-02-25,NVDA,14.045499801635742,14.374750137329102,13.2162504196167,13.307499885559082,13.239200592041016,824436000
2021-02-26,NVDA,13.7524995803833,13.854499816894531,13.361000061035156,13.714500427246094,13.644111633300781,500932000
2021-03-01,NVDA,13.875,13.925000190734863,13.553250312805176,13.841750144958496,13.770709991455078,353184000
2021-03-02,NVDA,13.899999618530273,13.920499801635742,13.395999908447266,13.40625,13.337443351745605,264116000
2021-03-03,NVDA,13.426250457763672,13.451499938964844,12.798749923706055,12.804750442504883,12.739031791687012,377592000
2021-03-04,NVDA,12.800749778747559,12.975000381469727,12.083749771118164,12.37024974822998,12.306760787963867,573344000
2021-03-05,NVDA,12.550000190734863,12.550000190734863,11.67924976348877,12.46150016784668,12.39754581451416,542840000
2021-03-08,NVDA,12.449999809265137,12.4712495803833,11.566499710083008,11.593250274658203,11.5337495803833,543112000
2021-03-09,NVDA,12.130249977111816,12.61674976348877,12.059249877929688,12.52025032043457,12.460290908813477,521824000
2021-03-10,NVDA,12.840499877929688,12.979999542236328,12.457500457763672,12.468250274658203,12.40854263305664,384376000
2021-03-11,NVDA,12.949999809265137,13.046250343322754,12.73449993133545,12.993499755859375,12.93127727508545,299916000
2021-03-12,NVDA,12.648249626159668,12.888750076293945,12.59000015258789,12.855999946594238,12.79443359375,243964000
2021-03-15,NVDA,12.864749908447266,13.20674991607666,12.767250061035156,13.19124984741211,13.128079414367676,221988000
2021-03-16,NVDA,13.356499671936035,13.512499809265137,13.11674976348877,13.291250228881836,13.227599143981934,272128000
2021-03-17,NVDA,13.039750099182129,13.45324993133545,12.989500045776367,13.3412504196167,13.277359962463379,243864000
2021-03-18,NVDA,13.136500358581543,13.184000015258789,12.717000007629395,12.72249984741211,12.661572456359863,293896000
